percentage,Unnamed: 1,percentage.1,ket,elapsed_time,gpu_used,dataset,experiment,file_path,subset_percentage_file
50,3,,Total,1201.6280226707458,478.67626953125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-bilstm,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-bilstm\summary_efficiency_50.csv,50
60,3,,Total,1607.43829536438,478.67626953125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-bilstm,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-bilstm\summary_efficiency_60.csv,60
70,3,,Total,2024.9712376594543,478.67626953125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-bilstm,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-bilstm\summary_efficiency_70.csv,70
80,3,,Total,2558.571175098419,478.67626953125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-bilstm,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-bilstm\summary_efficiency_80.csv,80
90,3,,Total,3093.240208625793,478.67626953125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-bilstm,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-bilstm\summary_efficiency_90.csv,90
10,3,,Total,154.16209721565247,476.7578125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-mlp,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-mlp\summary_efficiency_10.csv,10
100,3,,Total,3652.401931285858,476.7578125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-mlp,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-mlp\summary_efficiency_100.csv,100
20,3,,Total,312.44765043258667,476.7578125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-mlp,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-mlp\summary_efficiency_20.csv,20
30,3,,Total,564.0694510936737,476.7578125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-mlp,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-mlp\summary_efficiency_30.csv,30
40,3,,Total,836.1146762371063,476.7578125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-mlp,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-mlp\summary_efficiency_40.csv,40
50,3,,Total,1166.6962184906006,476.7578125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-mlp,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-mlp\summary_efficiency_50.csv,50
60,3,,Total,1572.1191048622131,476.7578125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-mlp,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-mlp\summary_efficiency_60.csv,60
70,3,,Total,2019.4165847301483,476.7578125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-mlp,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-mlp\summary_efficiency_70.csv,70
80,3,,Total,2502.709154367447,476.7578125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-mlp,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-mlp\summary_efficiency_80.csv,80
90,3,,Total,3039.6560201644897,476.7578125,ag-news-roberta-whitening-zca,ag-news-roberta-whitening-zca-mlp,save\ag-news-roberta-whitening-zca\ag-news-roberta-whitening-zca-mlp\summary_efficiency_90.csv,90
